id,price_doc
30474,5140000.0
30475,7336000.0
30476,5497000.0
30477,5975000.0
30478,4883000.0
30479,6642000.0
30480,5406000.0
30481,4427000.0
30482,5405000.0
30483,5353000.0
30484,5995000.0
30485,4651000.0
30486,4604000.0
30487,5188000.0
30488,4881000.0
30489,5894000.0
30490,18359000.0
30491,14288000.0
30492,6049000.0
30493,12072000.0
30494,6720000.0
30495,7245000.0
30496,14698000.0
30497,8611000.0
30498,4347000.0
30499,6651000.0
30500,10824000.0
30501,6461000.0
30502,2760000.0
30503,5245000.0
30504,5117000.0
30505,9763000.0
30506,3727000.0
30507,4501000.0
30508,5403000.0
30509,7398000.0
30510,7812000.0
30511,6087000.0
30512,5062000.0
30513,5749000.0
30514,4871000.0
30515,7801000.0
30516,5008000.0
30517,8261000.0
30518,6401000.0
30519,4085000.0
30520,5271000.0
30521,5025000.0
30522,5235000.0
30523,5465000.0
30524,7172000.0
30525,5642000.0
30526,4483000.0
30527,5051000.0
30528,5342000.0
30529,5405000.0
30530,4768000.0
30531,9766000.0
30532,5099000.0
30533,6639000.0
30534,5448000.0
30535,7773000.0
30536,6296000.0
30537,8309000.0
30538,4698000.0
30539,14297000.0
30540,7821000.0
30541,5451000.0
30542,2513000.0
30543,5095000.0
30544,5731000.0
30545,6264000.0
30546,4691000.0
30547,6720000.0
30548,5118000.0
30549,4974000.0
30550,10289000.0
30551,4655000.0
30552,2136000.0
30553,5223000.0
30554,9552000.0
30555,6391000.0
30556,6081000.0
30557,7330000.0
30558,7541000.0
30559,4370000.0
30560,5564000.0
30561,6344000.0
30562,8657000.0
30563,4310000.0
30564,5579000.0
30565,7496000.0
30566,6674000.0
30567,2529000.0
30568,7849000.0
30569,6771000.0
30570,5172000.0
30571,6929000.0
30572,4580000.0
30573,6717000.0
30574,5162000.0
30575,5163000.0
30576,5338000.0
30577,4389000.0
30578,4267000.0
30579,6087000.0
30580,4478000.0
30581,4712000.0
30582,6915000.0
30583,6368000.0
30584,5052000.0
30585,2661000.0
30586,8567000.0
30587,5562000.0
30588,5573000.0
30589,7555000.0
30590,9948000.0
30591,4681000.0
30592,6379000.0
30593,15210000.0
30594,11389000.0
30595,4621000.0
30596,18695000.0
30597,6771000.0
30598,8039000.0
30599,7137000.0
30600,6206000.0
30601,5466000.0
30602,2484000.0
30603,10356000.0
30604,4404000.0
30605,6333000.0
30606,20186000.0
30607,4981000.0
30608,7847000.0
30609,6066000.0
30610,2746000.0
30611,5940000.0
30612,7716000.0
30613,5767000.0
30614,18925000.0
30615,7493000.0
30616,5821000.0
30617,6853000.0
30618,4329000.0
30619,4267000.0
30620,3964000.0
30621,8192000.0
30622,5486000.0
30623,6248000.0
30624,6750000.0
30625,4653000.0
30626,5332000.0
30627,7941000.0
30628,6222000.0
30629,5101000.0
30630,4604000.0
30631,5651000.0
30632,4526000.0
30633,4896000.0
30634,9050000.0
30635,7960000.0
30636,5206000.0
30637,7969000.0
30638,5292000.0
30639,6136000.0
30640,4706000.0
30641,10185000.0
30642,4972000.0
30643,7987000.0
30644,7987000.0
30645,7318000.0
30646,5267000.0
30647,5246000.0
30648,19373000.0
30649,4044000.0
30650,4462000.0
30651,4251000.0
30652,4690000.0
30653,7784000.0
30654,3686000.0
30655,5299000.0
30656,4351000.0
30657,5698000.0
30658,8447000.0
30659,4521000.0
30660,7479000.0
30661,5986000.0
30662,8982000.0
30663,23389000.0
30664,5957000.0
30665,6142000.0
30666,4329000.0
30667,4636000.0
30668,6506000.0
30669,5250000.0
30670,4168000.0
30671,8923000.0
30672,5930000.0
30673,11526000.0
30674,8029000.0
30675,2604000.0
30676,7344000.0
30677,4865000.0
30678,19823000.0
30679,5443000.0
30680,5883000.0
30681,2189000.0
30682,6360000.0
30683,7932000.0
30684,3519000.0
30685,6434000.0
30686,7848000.0
30687,4582000.0
30688,4400000.0
30689,7715000.0
30690,21342000.0
30691,4859000.0
30692,5549000.0
30693,10684000.0
30694,4235000.0
