id,price_doc
30474,4911000.0
30475,7789000.0
30476,5713000.0
30477,4801000.0
30478,4768000.0
30479,6880000.0
30480,4571000.0
30481,4379000.0
30482,5563000.0
30483,5103000.0
30484,5592000.0
30485,4708000.0
30486,4575000.0
30487,3420000.0
30488,6240000.0
30489,6415000.0
30490,17856000.0
30491,12705000.0
30492,5312000.0
30493,11132000.0
30494,6542000.0
30495,9209000.0
30496,13652000.0
30497,7594000.0
30498,4608000.0
30499,6971000.0
30500,11224000.0
30501,6339000.0
30502,3222000.0
30503,5612000.0
30504,4876000.0
30505,11001000.0
30506,3526000.0
30507,4634000.0
30508,5009000.0
30509,6831000.0
30510,8872000.0
30511,6048000.0
30512,5221000.0
30513,4630000.0
30514,4821000.0
30515,6970000.0
30516,5850000.0
30517,7281000.0
30518,6471000.0
30519,4514000.0
30520,5127000.0
30521,5412000.0
30522,6157000.0
30523,5535000.0
30524,7497000.0
30525,6199000.0
30526,4571000.0
30527,5284000.0
30528,6076000.0
30529,6022000.0
30530,5606000.0
30531,13806000.0
30532,4941000.0
30533,7205000.0
30534,5626000.0
30535,9070000.0
30536,6095000.0
30537,7568000.0
30538,5152000.0
30539,10295000.0
30540,9052000.0
30541,5117000.0
30542,2437000.0
30543,4907000.0
30544,5871000.0
30545,6019000.0
30546,4458000.0
30547,6863000.0
30548,4853000.0
30549,5177000.0
30550,9986000.0
30551,4806000.0
30552,2078000.0
30553,5191000.0
30554,8340000.0
30555,5977000.0
30556,6903000.0
30557,6512000.0
30558,9408000.0
30559,4679000.0
30560,5606000.0
30561,6009000.0
30562,9605000.0
30563,4966000.0
30564,6056000.0
30565,5751000.0
30566,7278000.0
30567,2458000.0
30568,6985000.0
30569,9245000.0
30570,5818000.0
30571,6349000.0
30572,4686000.0
30573,5429000.0
30574,5346000.0
30575,5868000.0
30576,5234000.0
30577,4422000.0
30578,3667000.0
30579,6270000.0
30580,4516000.0
30581,4747000.0
30582,10148000.0
30583,6548000.0
30584,5310000.0
30585,2944000.0
30586,8566000.0
30587,6221000.0
30588,6136000.0
30589,7272000.0
30590,11455000.0
30591,5179000.0
30592,6059000.0
30593,10890000.0
30594,7713000.0
30595,4781000.0
30596,6375000.0
30597,5965000.0
30598,9017000.0
30599,8466000.0
30600,6346000.0
