id,price_doc
30474,5061000.0
30475,6920000.0
30476,5208000.0
30477,6485000.0
30478,4718000.0
30479,6111000.0
30480,4332000.0
30481,4060000.0
30482,4882000.0
30483,5125000.0
30484,5084000.0
30485,4098000.0
30486,4460000.0
30487,4721000.0
30488,5948000.0
30489,6000000.0
30490,11885000.0
30491,13083000.0
30492,6126000.0
30493,10940000.0
30494,6266000.0
30495,9631000.0
30496,11741000.0
30497,8674000.0
30498,4107000.0
30499,7128000.0
30500,8827000.0
30501,6708000.0
30502,3015000.0
30503,5319000.0
30504,5472000.0
30505,8802000.0
30506,4901000.0
30507,4242000.0
30508,6229000.0
30509,7522000.0
30510,6963000.0
30511,6436000.0
30512,5697000.0
30513,4362000.0
30514,4441000.0
30515,6925000.0
30516,5330000.0
30517,7689000.0
30518,5527000.0
30519,3510000.0
30520,4857000.0
30521,4600000.0
30522,5246000.0
30523,5376000.0
30524,7179000.0
30525,6343000.0
30526,4391000.0
30527,4997000.0
30528,5940000.0
30529,5133000.0
30530,4608000.0
30531,8411000.0
30532,4999000.0
30533,5918000.0
30534,4501000.0
30535,6884000.0
30536,5808000.0
30537,9693000.0
30538,4022000.0
30539,9580000.0
30540,7093000.0
30541,4541000.0
30542,3349000.0
30543,5317000.0
30544,5590000.0
30545,6724000.0
30546,4502000.0
30547,6689000.0
30548,4948000.0
30549,4647000.0
30550,9995000.0
30551,3854000.0
30552,2057000.0
30553,4793000.0
30554,8604000.0
30555,6185000.0
30556,6171000.0
30557,6066000.0
30558,7483000.0
30559,3929000.0
30560,5219000.0
30561,6273000.0
30562,7965000.0
30563,4826000.0
30564,5021000.0
30565,7449000.0
30566,6969000.0
30567,2652000.0
30568,6899000.0
30569,7137000.0
30570,5374000.0
30571,6297000.0
30572,4305000.0
30573,4684000.0
30574,4898000.0
30575,5509000.0
30576,4375000.0
30577,3875000.0
30578,4693000.0
30579,6216000.0
30580,3823000.0
30581,4290000.0
30582,6798000.0
30583,6063000.0
30584,4673000.0
30585,2724000.0
30586,7836000.0
30587,5454000.0
30588,5937000.0
30589,7707000.0
30590,10595000.0
30591,4019000.0
30592,6730000.0
30593,8816000.0
30594,9953000.0
30595,4499000.0
30596,8366000.0
30597,5353000.0
30598,7377000.0
30599,8633000.0
30600,5941000.0
30601,5488000.0
30602,2293000.0
30603,9236000.0
30604,3881000.0
30605,5312000.0
30606,12881000.0
30607,4060000.0
30608,7607000.0
30609,5920000.0
30610,2783000.0
30611,6029000.0
30612,7853000.0
30613,5630000.0
30614,12560000.0
30615,7355000.0
30616,5787000.0
30617,6429000.0
30618,3865000.0
30619,4529000.0
30620,3902000.0
30621,8363000.0
30622,4775000.0
30623,6637000.0
30624,6928000.0
30625,4804000.0
30626,5109000.0
30627,7199000.0
30628,5144000.0
30629,4697000.0
30630,4515000.0
30631,4855000.0
30632,4042000.0
30633,4840000.0
30634,10650000.0
30635,7152000.0
30636,5118000.0
30637,7460000.0
30638,5337000.0
30639,6240000.0
30640,4116000.0
30641,9617000.0
30642,4514000.0
30643,8019000.0
30644,7413000.0
30645,7642000.0
30646,5216000.0
30647,4804000.0
30648,13893000.0
30649,3576000.0
30650,4287000.0
30651,4882000.0
30652,4058000.0
30653,7140000.0
30654,4430000.0
30655,5624000.0
30656,3947000.0
30657,5709000.0
30658,8463000.0
30659,3515000.0
30660,7902000.0
30661,5250000.0
30662,8093000.0
30663,15201000.0
30664,5611000.0
30665,6116000.0
30666,4322000.0
30667,4310000.0
30668,6613000.0
30669,6167000.0
30670,2670000.0
30671,6835000.0
30672,6557000.0
30673,10483000.0
30674,8372000.0
30675,3319000.0
30676,7092000.0
30677,3771000.0
30678,13280000.0
30679,5057000.0
30680,4511000.0
30681,2170000.0
30682,6310000.0
30683,7233000.0
30684,2977000.0
30685,6106000.0
30686,7155000.0
30687,4555000.0
30688,3689000.0
30689,6722000.0
30690,15420000.0
30691,4234000.0
30692,5933000.0
30693,7629000.0
30694,3712000.0
30695,6169000.0
30696,5185000.0
30697,6981000.0
30698,7400000.0
30699,4895000.0
30700,4184000.0
30701,7386000.0
30702,5916000.0
30703,3663000.0
30704,8211000.0
30705,8505000.0
30706,14553000.0
30707,4727000.0
30708,11003000.0
30709,4542000.0
30710,7717000.0
30711,4470000.0
30712,4201000.0
30713,4617000.0
30714,4935000.0
30715,4856000.0
30716,7402000.0
30717,5581000.0
30718,8973000.0
30719,13858000.0
30720,6290000.0
30721,3102000.0
30722,8566000.0
30723,6032000.0
30724,7773000.0
30725,5734000.0
30726,8950000.0
30727,7257000.0
30728,9463000.0
30729,4225000.0
30730,5581000.0
30731,6791000.0
30732,4529000.0
30733,9447000.0
30734,5042000.0
30735,4869000.0
30736,7223000.0
30737,4502000.0
30738,3962000.0
30739,4635000.0
30740,5800000.0
30741,9378000.0
30742,4275000.0
30743,4592000.0
30744,8930000.0
30745,7273000.0
30746,5384000.0
30747,8019000.0
30748,13498000.0
30749,4477000.0
30750,5580000.0
30751,3973000.0
30752,7899000.0
30753,7835000.0
30754,5507000.0
30755,6323000.0
30756,9300000.0
30757,5416000.0
30758,7289000.0
30759,5282000.0
30760,6372000.0
30761,7022000.0
30762,6579000.0
30763,8622000.0
30764,6432000.0
30765,4532000.0
30766,3449000.0
30767,8036000.0
30768,4260000.0
30769,6492000.0
30770,6295000.0
30771,2700000.0
30772,8728000.0
30773,10385000.0
30774,5270000.0
30775,7045000.0
30776,5161000.0
30777,6088000.0
30778,7865000.0
30779,6498000.0
30780,6141000.0
30781,5041000.0
30782,6761000.0
30783,5025000.0
30784,3517000.0
30785,4611000.0
30786,4653000.0
30787,6136000.0
30788,5684000.0
30789,7799000.0
30790,5711000.0
30791,7128000.0
30792,5162000.0
30793,7476000.0
30794,9434000.0
30795,6121000.0
30796,13631000.0
30797,10559000.0
30798,3028000.0
30799,8773000.0
30800,12872000.0
30801,6768000.0
30802,10442000.0
30803,2841000.0
30804,3676000.0
30805,9002000.0
30806,5348000.0
30807,4650000.0
30808,7170000.0
30809,4502000.0
30810,9441000.0
30811,4505000.0
30812,5385000.0
30813,4207000.0
30814,2464000.0
30815,4836000.0
30816,6911000.0
30817,2429000.0
30818,7354000.0
30819,6227000.0
30820,4938000.0
30821,13752000.0
30822,6791000.0
30823,5370000.0
30824,3828000.0
30825,4410000.0
30826,8222000.0
30827,5142000.0
30828,4999000.0
30829,4405000.0
30830,7535000.0
30831,3886000.0
30832,5174000.0
30833,4213000.0
30834,4073000.0
30835,6996000.0
30836,6374000.0
30837,4326000.0
30838,4012000.0
30839,4336000.0
30840,8764000.0
30841,9401000.0
30842,5160000.0
30843,4154000.0
30844,9104000.0
30845,9021000.0
30846,4539000.0
30847,4755000.0
30848,6549000.0
30849,4067000.0
30850,3937000.0
30851,4990000.0
30852,7706000.0
30853,3420000.0
