id,price_doc
30474,5774000.0
30476,5921000.0
30482,6042000.0
30487,4105000.0
30491,10604000.0
30492,5577000.0
30493,13524000.0
30495,8991000.0
30498,4581000.0
30499,6028000.0
30501,6068000.0
30503,6405000.0
30504,5254000.0
30509,7568000.0
30511,6038000.0
30512,5393000.0
30519,4270000.0
30521,6184000.0
30523,5585000.0
30524,8113000.0
30525,6731000.0
30528,6673000.0
30529,6690000.0
30530,5895000.0
30531,13769000.0
30533,8661000.0
30537,11184000.0
30538,4522000.0
30541,4645000.0
30543,5257000.0
30544,6540000.0
30545,5773000.0
30550,13078000.0
30553,5821000.0
30554,9781000.0
30557,6763000.0
30558,8053000.0
30559,5164000.0
30560,6075000.0
30561,5882000.0
30564,6284000.0
30565,5641000.0
30568,7746000.0
30569,10965000.0
30570,6265000.0
30574,6007000.0
30575,6564000.0
30576,4811000.0
30577,4537000.0
30579,6993000.0
30580,4934000.0
30581,4842000.0
30582,11549000.0
30584,5261000.0
30588,7796000.0
30589,8103000.0
30590,11724000.0
30591,5991000.0
30592,7249000.0
30595,5623000.0
30599,12890000.0
30601,5960000.0
30604,4608000.0
30606,24111000.0
30607,5495000.0
30612,5767000.0
30615,6545000.0
30617,9052000.0
30618,5718000.0
30621,8111000.0
30622,5278000.0
30623,5837000.0
30626,5301000.0
30627,7198000.0
30629,4882000.0
30633,5199000.0
30634,11993000.0
30636,5751000.0
30638,5778000.0
30639,5745000.0
30642,5761000.0
30643,8599000.0
30645,7354000.0
30646,6140000.0
30650,5026000.0
30657,5327000.0
30660,8140000.0
30663,24536000.0
30664,8552000.0
30670,4010000.0
30671,7027000.0
30673,10635000.0
30674,8429000.0
30676,7740000.0
30677,5271000.0
30679,5794000.0
30682,6812000.0
30684,4010000.0
30685,7447000.0
30689,9034000.0
30691,5372000.0
30692,5631000.0
30693,10499000.0
30694,4203000.0
30696,5459000.0
30697,7732000.0
30698,7892000.0
30699,5201000.0
30702,5984000.0
30705,7449000.0
30708,11042000.0
30710,7332000.0
30713,5183000.0
30714,6466000.0
30717,5496000.0
30718,7279000.0
30720,6763000.0
30721,2357000.0
30725,6206000.0
30726,10472000.0
30730,6378000.0
30732,4590000.0
30733,11292000.0
30737,5898000.0
30738,5351000.0
30745,7423000.0
30747,14680000.0
30749,5722000.0
30751,3556000.0
30754,6170000.0
30757,5329000.0
30758,7793000.0
30759,5604000.0
30761,7736000.0
30765,5021000.0
30767,8899000.0
30768,4664000.0
30769,6431000.0
30772,8983000.0
30775,9123000.0
30776,6172000.0
30778,8142000.0
30779,6390000.0
30780,6109000.0
30782,7493000.0
30785,5201000.0
30789,7597000.0
30790,7605000.0
30794,9238000.0
30795,7993000.0
30796,9877000.0
30799,10662000.0
30800,18421000.0
30802,13141000.0
30805,14442000.0
30807,5347000.0
30810,11388000.0
30812,6029000.0
30813,3995000.0
30815,3929000.0
30816,5784000.0
30818,6964000.0
30819,5788000.0
30820,4955000.0
30821,21284000.0
30822,6189000.0
30826,8436000.0
30828,5656000.0
30829,5537000.0
30832,5926000.0
30833,5287000.0
30835,7640000.0
30838,4178000.0
30839,5290000.0
30840,10798000.0
30841,9539000.0
30842,6250000.0
30843,5158000.0
30845,10036000.0
30847,5909000.0
30852,6342000.0
30854,4659000.0
30856,7888000.0
30860,6276000.0
30862,5785000.0
30864,5845000.0
30867,5770000.0
30868,6771000.0
30869,5781000.0
30870,5596000.0
30871,7176000.0
30874,5921000.0
30875,6641000.0
30877,10942000.0
30883,2289000.0
30885,5320000.0
30887,5988000.0
30889,6397000.0
30890,7629000.0
30894,6041000.0
30897,6273000.0
30901,6205000.0
30904,7365000.0
30906,6584000.0
30907,8823000.0
30911,5444000.0
30912,6439000.0
30913,10024000.0
30914,5410000.0
30915,6214000.0
30917,7391000.0
30918,6812000.0
